"Cement","Slag","Fly","Water","Superplasticizer","Coarse","Fine","Age","CCS"
297.2,0,117.5,174.8,9.5,1022.8,753.5,56,51.96
342,38,0,228,0,932,670,90,50.46
236,0,0,193,0,968,885,7,9.99
296,0,0,186,0,1090,769,28,25.18
153,239,0,200,6,1002,684,28,26.86
157,214,152,200,9,819,704,28,33.05
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,56,39.15
310,0,0,192,0,970,850,7,14.99
212.5,0,100.4,159.3,8.7,1007.8,903.6,56,42.55
200,0,0,180,0,1125,845,28,12.25
164.2,0,200.1,181.2,12.6,849.3,846,28,15.09
389.9,189,0,145.9,22,944.7,755.8,91,82.6
277.1,0,97.4,160.6,11.8,973.9,875.6,3,23.14
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,56,66.82
116,173,0,192,0,909.8,891.9,28,22.35
277.1,0,97.4,160.6,11.8,973.9,875.6,28,48.28
144,170,133,192,8,814,805,28,29.87
277,116.8,91,190.6,7,946.5,665.6,28,43.58
166.1,0,163.3,176.5,4.5,1058.6,780.1,14,25.48
349,0,0,192,0,1056,809,120,40.86
220.8,147.2,0,185.7,0,1055,744.3,28,25.75
295.7,0,95.6,171.5,8.9,955.1,859.2,56,48.72
439,177,0,186,11.1,884.9,707.9,28,66
302,0,0,203,0,974,817,14,18.13
475,118.8,0,181.1,8.9,852.1,781.5,56,72.3
259.9,100.6,78.4,170.6,10.4,935.7,762.9,28,49.77
469,117.2,0,137.8,32.2,852.1,840.5,28,66.9
281,0,0,186,0,1104,774,28,22.44
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,100,53.9
236,0,0,194,0,968,885,28,18.42
387,20,94,157,14.3,938,845,56,56.34
289,0,0,192,0,913.2,895.3,3,11.65
339,0,0,185,0,1060,754,28,31.65
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,28,31.12
212.1,0,121.6,180.3,5.7,1057.6,779.3,56,34.2
153.6,144.2,112.3,220.1,10.1,923.2,657.9,28,16.5
318,0,126,210,6,861,737,28,40.06
397,0,0,185.7,0,1040.6,734.3,7,25.45
284,15,141,179,5.5,842,801,7,24.13
148,175,0,171,2,1000,828,28,26.92
238.1,0,94.1,186.7,7,949.9,847,56,39.59
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,3,18.02
250.2,166.8,0,203.5,0,977.6,694.1,7,19.35
250,0,0,182,0,1100,820,28,20.87
316.1,210.7,0,185.7,0,977,689.3,7,24.44
165,128.5,132.1,175.1,8.1,1005.8,746.6,28,46.39
540,0,0,173,0,1125,613,270,74.17
350,0,0,203,0,974,775,28,27.34
190.3,0,125.2,161.9,9.9,1088.1,802.6,56,38.56
331,0,0,192,0,1025,821,3,14.31
374,0,0,190,7,1013,730,28,39.05
424,22,132,178,8.5,822,750,28,62.05
251.4,0,118.3,188.5,5.8,1028.4,757.7,14,29.93
469,117.2,0,137.8,32.2,852.1,840.5,91,70.7
374,189.2,0,170.1,10.1,926.1,756.7,3,34.4
220.8,147.2,0,185.7,0,1055,744.3,7,13.09
288,121,0,177,7,908,829,28,42.13
260.9,100.5,78.3,200.6,8.6,864.5,761.5,28,32.4
143,169,143,191,8,967,643,28,29.72
446,24,79,162,10.3,967,712,56,54.77
192,288,0,192,0,929.8,716.1,3,12.79
165,128.5,132.1,175.1,8.1,1005.8,746.6,100,55.02
136.4,161.6,125.8,171.6,10.4,922.6,764.4,28,29.07
151.8,178.1,138.7,167.5,18.3,944,694.6,28,36.35
332.5,142.5,0,228,0,932,594,28,33.02
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,56,51.72
333,0,0,192,0,931.2,842.6,7,23.4
148,0,137,158,16,1002,830,28,17.95
380,95,0,228,0,932,594,90,40.56
141.3,212,0,203.5,0,971.8,748.5,28,29.89
375,0,0,186,0,1038,758,7,26.06
288,192,0,192,0,932,717.8,3,16.11
251.8,0,99.9,146.1,12.4,1006,899.8,100,45.37
337.9,189,0,174.9,9.5,944.7,755.8,7,35.1
150,236.8,0,173.8,11.9,1069.3,674.8,28,37.43
388.6,97.1,0,157.9,12.1,852.1,925.7,7,34.9
230,0,118.3,195.5,4.6,1029.4,758.6,100,35.34
397,0,0,185,0,1040,734,28,39.09
500.1,0,0,200,3,1124.4,613.2,28,44.13
170.3,155.5,0,185.7,0,1026.6,724.3,7,10.73
313,145,0,127,8,1000,822,28,44.52
389.9,189,0,145.9,22,944.7,755.8,56,79.4
469,117.2,0,137.8,32.2,852.1,840.5,3,40.2
359,19,141,154,10.9,942,801,7,38.61
531.3,0,0,141.8,28.2,852.1,893.7,28,56.4
212.6,0,100.4,159.4,10.4,1003.8,903.8,28,37.4
250,0,95.7,191.8,5.3,948.9,857.2,28,27.22
250,0,0,182,0,1100,820,7,12.73
439,177,0,186,11.1,884.9,707.9,91,73.3
295,0,0,185,0,1069,769,7,14.8
522,0,0,146,0,896,896,7,50.51
166,260,0,183,13,859,827,28,37.91
374,189.2,0,170.1,10.1,926.1,756.7,91,64.9
446,24,79,162,11.6,967,712,28,51.02
168,42.1,163.8,121.8,5.7,1058.7,780.1,56,32.85
349,0,0,192,0,1047,806,7,18.13
277,117,91,191,7,946,666,28,43.57
203.5,305.3,0,203.5,0,963.4,630,7,19.54
212,0,124.8,159,7.8,1085.4,799.5,3,19.52
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,14,29.55
313,0,0,178,8,1000,822,28,25.1
238.1,0,94.1,186.7,7,949.9,847,100,44.3
149,117.6,91.7,182.9,7.1,953.4,780.3,28,23.52
237.5,237.5,0,228,0,932,594,180,36.25
480,0,0,192,0,936.2,712.2,3,24.4
387,20,94,157,11.6,938,845,56,61.46
146,230,0,202,3,827,872,28,33.06
183.9,122.6,0,203.5,0,959.2,800,7,10.79
159.8,250,0,168.4,12.2,1049.3,688.2,28,39.46
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56,35.85
393,0,0,192,0,940,758,90,48.79
339,0,0,197,0,968,781,7,20.97
289,134,0,195,6,924,760,28,46.24
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,56,61.99
313.3,0,113,178.5,8,1001.9,688.7,28,36.8
446,24,79,162,11.6,967,712,3,23.35
285,190,0,163,7.6,1031,685,28,53.58
376,0,0,214.6,0,1003.5,762.4,3,16.28
275.1,0,121.4,159.5,9.9,1053.6,777.5,3,23.8
272.8,181.9,0,185.7,0,1012.4,714.3,28,31.38
425,106.3,0,153.5,16.5,852.1,887.1,56,64.3
194.7,0,100.5,170.2,7.5,998,901.8,28,37.27
159,187,0,176,11,990,789,28,32.76
305.3,203.5,0,203.5,0,965.4,631,7,25.89
166,259.7,0,183.2,12.7,858.8,826.8,28,37.92
194.7,0,100.5,170.2,7.5,998,901.8,56,43.39
222.4,0,96.7,189.3,4.5,967.1,870.3,56,29.45
251.4,0,118.3,192.9,5.8,1043.6,754.3,14,20.73
387,20,94,157,11.6,938,845,28,46.68
480,0,0,192,0,936.2,712.2,28,43.94
153,145,113,178,8,867,824,28,26.23
190.3,0,125.2,161.9,9.9,1088.1,802.6,3,9.45
480,0,0,192,0,936.2,712.2,90,54.32
277,0,0,191,0,968,856,28,25.97
314,0,113,170,10,925,783,28,38.46
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,14,23.51
310,143,111,168,22,914,651,28,33.69
252.3,0,98.8,146.3,14.2,987.8,889,56,55.83
425,106.3,0,153.5,16.5,852.1,887.1,56,64.3
133,200,0,192,0,927.4,839.2,3,6.88
200,133,0,192,0,965.4,806.2,90,43.25
362.6,189,0,164.9,11.6,944.7,755.8,3,35.3
401.8,94.7,0,147.4,11.4,946.8,852.1,3,41.1
250,0,95.7,187.4,5.5,956.9,861.2,3,13.82
322.2,0,115.6,196,10.4,817.9,813.4,28,31.18
251.4,0,118.3,188.5,6.4,1028.4,757.7,14,24.43
236,157,0,192,0,972.6,749.1,3,13.57
374.3,0,0,190.2,6.7,1013.2,730.4,28,39.06
194.7,0,100.5,170.2,7.5,998,901.8,14,24.28
475,0,0,228,0,932,594,7,38.6
475,0,0,228,0,932,594,28,39.29
132,207,161,179,5,867,736,28,33.3
190.3,0,125.2,166.6,9.9,1079,798.9,28,24.85
154.8,183.4,0,193.3,9.1,877.2,867.7,28,23.79
213.7,0,174.7,154.8,10.2,1053.5,776.4,3,17.57
252.5,0,0,185.7,0,1111.6,784.3,28,19.77
228,342.1,0,185.7,0,955.8,674.3,7,21.92
108.3,162.4,0,203.5,0,938.2,849,90,29.23
198.6,132.4,0,192,0,978.4,825.5,28,28.02
182,45.2,122,170.2,8.2,1059.4,780.7,56,43.5
153,102,0,192,0,888,943.1,90,26.32
290.4,0,96.2,168.1,9.4,961.2,865,56,45.08
276,116,90,180,9,870,768,28,44.28
102,153,0,192,0,887,942,7,7.68
275.1,0,121.4,159.5,9.9,1053.6,777.5,56,56.85
213.5,0,174.2,154.6,11.7,1052.3,775.5,3,17.37
165,0,150,182,12,1023,729,28,18.03
108.3,162.4,0,203.5,0,938.2,849,28,20.59
362.6,189,0,164.9,11.6,944.7,755.8,7,55.9
540,0,0,173,0,1125,613,7,52.61
255,0,0,192,0,889.8,945,90,21.86
202,11,141,206,1.7,942,801,7,15.07
382,0,0,186,0,1111,784,7,11.47
298.1,0,107,186.4,6.1,879,815.2,28,42.64
237.5,237.5,0,228,0,932,594,365,39
222.4,0,96.7,189.3,4.5,967.1,870.3,100,40.71
388.6,97.1,0,157.9,12.1,852.1,925.7,91,57.6
475,0,0,228,0,932,594,90,42.23
252,0,0,185,0,1111,784,28,19.69
190.3,0,125.2,161.9,9.9,1088.1,802.6,14,22.72
500,0,0,200,0,1125,613,1,12.64
182,45.2,122,170.2,8.2,1059.4,780.7,14,21.5
198.6,132.4,0,192,0,978.4,825.5,3,9.13
405,0,0,175,0,1120,695,28,52.3
287.3,120.5,93.9,187.6,9.2,904.4,695.9,28,43.8
238,0,0,186,0,1119,789,7,12.05
213.5,0,174.2,159.2,11.7,1043.6,771.9,56,51.26
139.6,209.4,0,192,0,1047,806.9,28,28.24
425,106.3,0,153.5,16.5,852.1,887.1,91,65.2
238.2,158.8,0,185.7,0,1040.6,734.3,28,26.91
310,0,0,192,0,971,850.6,3,9.87
540,0,0,173,0,1125,613,3,41.64
162,190,148,179,19,838,741,28,33.76
213.5,0,174.2,159.2,11.7,1043.6,771.9,3,15.61
154,174,185,228,7,845,612,28,24.34
485,0,0,146,0,1120,800,28,71.99
304,76,0,228,0,932,670,180,50.95
153.1,145,113,178.5,8,1001.9,688.7,28,25.56
446,24,79,162,11.6,967,712,56,55.25
190.7,0,125.4,162.1,7.8,1090,804,56,35.34
168,42.1,163.8,121.8,5.7,1058.7,780.1,28,24.24
229.7,0,118.2,195.2,6.1,1028.1,757.6,56,31.35
167,75.4,167,164,7.9,1007.3,770.1,3,15.52
339.2,0,0,185.7,0,1069.2,754.3,7,21.18
333,0,0,192,0,931.2,842.6,3,15.62
446,24,79,162,11.6,967,712,3,35.36
143.7,170.2,132.6,191.6,8.5,814.1,805.3,28,29.87
148.1,0,136.6,158.1,16.1,1001.8,830.1,28,17.96
275,180,120,162,10.4,830,765,28,76.24
516,0,0,162,8.3,801,802,28,41.37
141.3,212,0,203.5,0,971.8,748.5,90,39.66
236,0,0,194,0,968,885,14,12.84
491,26,123,201,3.9,822,699,28,57.92
250,0,95.7,191.8,5.3,948.9,857.2,14,24.66
212.1,0,121.6,180.3,5.7,1057.6,779.3,3,12.47
446,24,79,162,10.3,967,712,28,53.39
425,106.3,0,153.5,16.5,852.1,887.1,7,49.2
230,0,118.3,195.5,4.6,1029.4,758.6,3,10.03
251.4,0,118.3,192.9,5.8,1043.6,754.3,100,40.15
305.3,203.5,0,203.5,0,965.4,631,28,43.38
342,38,0,228,0,932,670,270,55.06
286.3,200.9,0,144.7,11.2,1004.6,803.7,3,24.4
148.1,0,182.1,181.4,15,838.9,884.3,28,15.53
339,0,0,197,0,968,781,14,27.04
277.1,0,97.4,160.6,11.8,973.9,875.6,100,55.64
313,161,0,178,10,917,759,28,52.44
182,45.2,122,170.2,8.2,1059.4,780.7,100,48.67
165,128.5,132.1,175.1,8.1,1005.8,746.6,14,33.09
153,102,0,192,0,888,943.1,7,8.37
266,112,87,178,10,910,745,28,39.42
213.5,0,174.2,159.2,11.7,1043.6,771.9,14,29.59
349,0,0,192,0,1056,809,3,15.87
424,22,132,178,8.5,822,750,56,65.7
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14,35.96
313,145,0,178,8,1002,689,28,41.05
446,24,79,162,11.6,967,712,7,38.02
304,76,0,228,0,932,670,28,47.81
387,20,94,157,14.3,938,845,28,50.24
250,0,95.7,187.4,5.5,956.9,861.2,100,42.35
310,0,0,192,0,1012,830,90,35.76
387,20,94,157,11.6,938,845,3,34.77
151,0,184,167,12,991,772,28,15.57
362.6,189,0,164.9,11.6,944.7,755.8,91,79.3
190.3,0,125.2,166.6,9.9,1079,798.9,14,19.42
525,0,0,189,0,1125,613,90,58.78
255.3,98.8,77,188.6,6.5,919,749.3,28,33.8
166.8,250.2,0,203.5,0,975.6,692.6,7,15.75
233.8,0,94.6,197.9,4.6,947,852.2,100,34.56
339,0,0,197,0,968,781,3,13.22
149.5,236,0,175.8,12.6,846.8,892.7,28,32.96
376,0,0,214.6,0,1003.5,762.4,56,36.3
350,0,0,203,0,974,775,56,29.98
379.5,151.2,0,153.9,15.9,1134.3,605,56,54.9
425,106.3,0,151.4,18.6,936,803.7,91,66.7
212.1,0,121.6,180.3,5.7,1057.6,779.3,28,24.9
139.7,163.9,127.7,236.7,5.8,868.6,655.6,28,35.23
250,0,95.7,191.8,5.3,948.9,857.2,100,41.16
318.8,212.5,0,155.7,14.3,852.1,880.4,7,33.4
446,24,79,162,11.6,967,712,56,61.07
381.4,0,0,185.7,0,1104.6,784.3,7,14.54
251.4,0,118.3,188.5,6.4,1028.4,757.7,3,13.12
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28,37.81
385,0,136,158,20,903,768,28,55.55
355,19,97,145,12.3,967,871,28,55.45
250,0,95.7,187.4,5.5,956.9,861.2,14,24.92
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,14,30.39
210.7,316.1,0,185.7,0,977,689.3,7,21.82
350,0,0,203,0,974,775,90,31.35
287,121,94,188,9,904,696,28,41.94
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,100,37.68
469,117.2,0,137.8,32.2,852.1,840.5,7,54.9
321,0,128,182,11,870,780,28,37.26
313.3,262.2,0,175.5,8.6,1046.9,611.8,56,64.9
143.6,0,174.9,158.4,17.9,942.7,844.5,28,15.42
296,0,106.7,221.4,10.5,819.2,778.4,28,31.42
237.5,237.5,0,228,0,932,594,270,38.41
307,0,0,193,0,968,812,90,32.92
156,178,187,221,7,854,614,28,29.41
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,28,55.51
280,129,100,172,9,825,805,28,52.82
379.5,151.2,0,153.9,15.9,1134.3,605,3,28.6
362.6,189,0,164.9,11.6,944.7,755.8,28,71.3
297.2,0,117.5,174.8,9.5,1022.8,753.5,100,56.74
230,0,118.3,195.5,4.6,1029.4,758.6,14,20.08
178,129.8,118.6,179.9,3.6,1007.3,746.8,100,49.99
102,153,0,192,0,887,942,28,17.28
200,133,0,192,0,965.4,806.2,28,30.44
312.7,0,0,178.1,8,999.7,822.2,28,25.1
313.3,145,0,178.5,8,1001.9,688.7,28,41.05
296,0,0,192,0,1085,765,90,29.39
304.8,0,99.6,196,9.8,959.4,705.2,28,30.12
284,119.7,0,168.3,7.2,970.4,794.2,28,40.93
236,0,0,193,0,968,885,365,25.08
143,169.4,142.7,190.7,8.4,967.4,643.5,28,29.73
218.9,0,124.1,158.5,11.3,1078.7,794.9,14,26.05
500,0,0,140,4,966,853,28,67.57
425,106.3,0,151.4,18.6,936,803.7,7,46.8
237.5,237.5,0,228,0,932,594,7,26.26
310,143,0,168,10,914,804,28,45.3
213.5,0,174.2,159.2,11.7,1043.6,771.9,100,52.96
212.6,0,100.4,159.4,10.4,1003.8,903.8,3,13.33
102,153,0,192,0,887,942,90,25.46
382,0,0,186,0,1047,739,7,24
318.8,212.5,0,155.7,14.3,852.1,880.4,91,68.1
298,0,107,164,13,953,784,28,35.86
239.6,359.4,0,185.7,0,941.6,664.3,7,25.42
279.8,128.9,100.4,172.4,9.5,825.1,804.9,28,52.83
362.6,189,0,164.9,11.6,944.7,755.8,91,79.3
213.7,0,174.7,154.8,10.2,1053.5,776.4,28,40.15
425,106.3,0,151.4,18.6,936,803.7,3,36.3
350,0,0,203,0,974,775,180,32.72
500,0,0,200,0,1125,613,28,44.09
313.3,262.2,0,175.5,8.6,1046.9,611.8,28,59.8
231.8,0,121.6,174,6.7,1056.4,778.5,14,26.77
393,0,0,192,0,940.6,785.6,7,27.74
385,0,0,186,0,966,763,1,6.27
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28,63.14
250,0,95.7,187.4,5.5,956.9,861.2,28,29.22
134.7,0,165.7,180.2,10,961,804.9,28,13.29
173,116,0,192,0,946.8,856.8,3,6.94
165,0,143.6,163.8,0,1005.6,900.9,100,37.96
304,76,0,228,0,932,670,270,54.38
295.8,0,0,185.7,0,1091.4,769.3,7,14.84
286.3,200.9,0,144.7,11.2,1004.6,803.7,91,76.8
231.8,0,121.6,174,6.7,1056.4,778.5,28,33.73
475,118.8,0,181.1,8.9,852.1,781.5,3,37.8
362.6,189,0,164.9,11.6,944.7,755.8,3,35.3
166.1,0,163.3,176.5,4.5,1058.6,780.1,100,33.54
322,0,116,196,10,818,813,28,31.18
313.3,262.2,0,175.5,8.6,1046.9,611.8,91,66.6
427.5,47.5,0,228,0,932,594,270,43.01
300,0,0,184,0,1075,795,28,26.85
359,19,141,154,10.9,942,801,3,25.12
272.8,105.1,81.8,209.7,9,904,679.7,28,37.17
322,0,0,203,0,974,800,14,20.77
238.1,0,0,185.7,0,1118.8,789.3,28,17.58
289,0,0,192,0,913.2,895.3,7,14.6
246.8,0,125.1,143.3,12,1086.8,800.9,100,66.42
313.3,262.2,0,175.5,8.6,1046.9,611.8,7,42.8
238,0,0,185,0,1118,789,28,17.54
212,0,124.8,159,7.8,1085.4,799.5,100,47.82
237.5,237.5,0,228,0,932,594,90,33.12
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,28,52.2
165,0,143.6,163.8,0,1005.6,900.9,14,16.88
304,76,0,228,0,932,670,90,49.19
275,0,0,183,0,1088,808,28,24.5
505,0,60,195,0,1030,630,28,64.02
302,0,0,203,0,974,817,28,21.75
231.8,0,121.6,174,6.7,1056.4,778.5,100,45.84
148,0,182,181,15,839,884,28,15.52
475,118.8,0,181.1,8.9,852.1,781.5,91,74.19
339,0,0,185,0,1069,754,28,31.84
166.8,250.2,0,203.5,0,975.6,692.6,3,6.9
233.8,0,94.6,197.9,4.6,947,852.2,14,22.14
525,0,0,189,0,1125,613,14,48.4
288,192,0,192,0,932,717.8,28,38.8
500,0,0,200,0,1125,613,90,47.22
359,19,141,154,10.9,942,801,56,68.75
139.6,209.4,0,192,0,1047,806.9,360,44.7
236,157,0,192,0,972.6,749.1,90,47.78
141.9,166.6,129.7,173.5,10.9,882.6,785.3,28,44.61
251.4,0,118.3,188.5,5.8,1028.4,757.7,28,29.65
298.1,0,107.5,163.6,12.8,953.2,784,28,35.87
475,0,0,228,0,932,594,270,42.13
491,26,123,210,3.9,882,699,56,59.59
397,0,0,185.7,0,1040.6,734.3,28,33.08
236,157,0,192,0,972.6,749.1,28,32.88
153,102,0,192,0,888,943.1,3,4.78
349,0,0,192,0,1056,809,90,40.66
331,0,0,192,0,1025,821,120,39.38
359,19,141,154,10.9,942,801,56,66.78
236,0,0,194,0,968,885,3,6.47
322,0,0,203,0,974,800,28,25.18
425,106.3,0,153.5,16.5,852.1,887.1,28,60.29
304,76,0,228,0,932,670,365,55.26
333,0,0,192,0,931.2,842.6,28,31.97
236.9,91.7,71.5,246.9,6,852.9,695.4,28,28.63
500,0,0,200,0,1125,613,3,26.06
277.1,0,97.4,160.6,11.8,973.9,875.6,56,51.04
203.5,135.7,0,185.7,0,1076.2,759.3,28,22.63
158.4,0,194.9,219.7,11,897.7,712.9,28,8.54
160,188,146,203,11,829,710,28,32.84
198.6,132.4,0,192,0,978.4,825.5,90,38.07
531.3,0,0,141.8,28.2,852.1,893.7,56,58.8
325.6,166.4,0,174,8.9,881.6,790,28,61.24
238.1,0,0,185.7,0,1118.8,789.3,7,10.34
213.7,0,174.7,154.8,10.2,1053.5,776.4,100,50.08
261,100,78,201,9,864,761,28,32.4
349,0,0,192,0,1047,806,3,14.99
297,0,0,186,0,1040,734,7,30.96
236,157,0,192,0,972.6,749.1,7,20.42
326,0,138,199,11,801,792,28,40.68
122.6,183.9,0,203.5,0,958.2,800.1,7,10.35
480,0,0,192,0,936,721,90,54.28
213.8,98.1,24.5,181.7,6.7,1066,785.5,3,13.18
154.8,0,142.8,193.3,9.1,1047.4,696.7,28,12.46
387,20,94,157,13.9,938,845,28,46.68
425,106.3,0,151.4,18.6,936,803.7,28,61.8
213.7,0,174.7,154.8,10.2,1053.5,776.4,14,33.73
167,75.4,167,164,7.9,1007.3,770.1,28,41.41
194.7,0,100.5,165.6,7.5,1006.4,905.9,100,37.34
425,106.3,0,153.5,16.5,852.1,887.1,91,65.2
194.7,0,100.5,165.6,7.5,1006.4,905.9,56,33.96
525,0,0,189,0,1125,613,270,67.11
401.8,94.7,0,147.4,11.4,946.8,852.1,56,73.7
190.3,0,125.2,166.6,9.9,1079,798.9,56,31.72
218.9,0,124.1,158.5,11.3,1078.7,794.9,28,30.22
181.4,0,167,169.6,7.6,1055.6,777.8,3,13.62
393,0,0,192,0,940.6,785.6,3,19.2
160,128,122,182,6.4,824,879,28,39.4
540,0,0,162,2.5,1040,676,28,79.99
229.7,0,118.2,195.2,6.1,1028.1,757.6,14,22.32
382.5,0,0,185.7,0,1047.8,739.3,7,24.07
140,133,103,200,7,916,753,28,36.44
290.2,193.5,0,185.7,0,998.2,704.3,28,33.04
193.5,290.2,0,185.7,0,998.2,704.3,28,32.63
339,0,0,185,0,1069,754,7,21.16
213.7,0,174.7,154.8,10.2,1053.5,776.4,56,46.64
190.7,0,125.4,162.1,7.8,1090,804,14,21.06
277,0,0,191,0,968,856,90,31.25
251.4,0,118.3,192.9,5.8,1043.6,754.3,3,11.98
146,173,0,182,3,986,817,28,23.74
380,0,0,228,0,932,670,365,52.52
297.2,0,117.5,174.8,9.5,1022.8,753.5,14,36.99
424,22,132,168,8.9,822,750,7,40.29
362.6,189,0,164.9,11.6,944.7,755.8,56,77.3
375,93.8,0,126.6,23.4,852.1,992.6,3,29
362.6,189,0,164.9,11.6,944.7,755.8,28,71.3
236,0,0,194,0,968,885,90,21.95
181.9,272.8,0,185.7,0,1012.4,714.3,7,12.37
273,0,90,199,11,931,762,28,32.24
350,0,0,203,0,974,775,14,22.53
122.6,183.9,0,203.5,0,958.2,800.1,90,33.19
133,200,0,192,0,927.4,839.2,7,13.66
155.6,243.5,0,180.3,10.7,1022,697.7,28,37.36
212.1,0,121.6,180.3,5.7,1057.6,779.3,14,20.92
233.8,0,94.6,197.9,4.6,947,852.2,28,22.84
144,15,195,176,6,1021,709,28,15.34
213.8,98.1,24.5,181.7,6.7,1066,785.5,28,40.23
162,207,172,216,10,822,638,28,39.84
181.4,0,167,169.6,7.6,1055.6,777.8,14,21.6
425,106.3,0,151.4,18.6,936,803.7,56,64.9
349,0,0,192,0,1047,806,90,39.49
102,153,0,192,0,887,942,3,4.57
333,0,0,192,0,931.2,842.6,90,41.68
193.5,290.2,0,185.7,0,998.2,704.3,7,17.2
313,145,0,178,8,867,824,28,44.39
173,116,0,192,0,946.8,856.8,90,32.1
249.1,0,98.8,158.1,12.8,987.8,889,14,28.68
186.2,124.1,0,185.7,0,1083.4,764.3,28,17.6
251.4,0,118.3,188.5,6.4,1028.4,757.7,100,44.21
339,0,0,197,0,968,781,180,36.45
155,184,143,194,9,880,699,28,28.99
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,100,53.66
318.8,212.5,0,155.7,14.3,852.1,880.4,28,55.5
307,0,0,193,0,968,812,180,34.49
183.9,122.6,0,203.5,0,959.2,800,3,4.9
330.5,169.6,0,194.9,8.1,811,802.3,28,56.62
332.5,142.5,0,228,0,932,594,180,39.78
158,0,195,220,11,898,713,28,8.54
153,102,0,192,0,888,943.1,28,17.96
446,24,79,162,11.6,967,712,3,25.02
166.1,0,163.3,176.5,4.5,1058.6,780.1,28,21.54
213.5,0,174.2,154.6,11.7,1052.3,775.5,28,45.94
323.7,282.8,0,183.8,10.3,942.7,659.9,3,28.3
261.9,110.5,86.1,195.4,5,895.2,732.6,28,33.72
425,106.3,0,153.5,16.5,852.1,887.1,56,64.3
439,177,0,186,11.1,884.9,707.9,56,71.7
540,0,0,173,0,1125,613,90,69.66
331,0,0,192,0,978,825,90,37.23
218.9,0,124.1,158.5,11.3,1078.7,794.9,100,46.23
450.1,50,0,200,3,1124.4,613.2,28,39.38
246.8,0,125.1,143.3,12,1086.8,800.9,14,42.22
190.7,0,125.4,162.1,7.8,1090,804,100,40.57
475,0,0,228,0,932,594,365,41.93
376,0,0,214.6,0,1003.5,762.4,28,31.97
326.5,0,137.9,199,10.8,801.1,792.5,28,38.63
139.6,209.4,0,192,0,1047,806.9,7,14.59
387,20,94,157,11.6,938,845,7,41.67
303.6,139.9,0,213.5,6.2,895.5,722.5,28,33.42
