Cement,Slag,Fly,Water,Superplasticizer,Coarse,Fine,age,CCS
439,177,0,186,11.1,884.9,707.9,44.74074638,117.4905963
389.9,189,0,145.9,22,944.7,755.8,44.99944056,119.8020916
362.6,189,0,164.9,11.6,944.7,755.8,29.35028335,126.3470974
337.9,189,0,174.9,9.5,944.7,755.8,21.34616225,113.695607
374,189.2,0,170.1,10.1,926.1,756.7,26.75985571,137.0303131
313.3,262.2,0,175.5,8.6,1046.9,611.8,25.24536724,129.3064883
425,106.3,0,153.5,16.5,852.1,887.1,49.4007534,138.0771976
425,106.3,0,151.4,18.6,936,803.7,40.03660337,135.5862601
375,93.8,0,126.6,23.4,852.1,992.6,49.84810063,130.2443757
475,118.8,0,181.1,8.9,852.1,781.5,35.44402934,132.9901279
469,117.2,0,137.8,32.2,852.1,840.5,43.66587789,130.8507632
425,106.3,0,153.5,16.5,852.1,887.1,43.81541572,110.881409
388.6,97.1,0,157.9,12.1,852.1,925.7,46.41199146,130.4347561
531.3,0,0,141.8,28.2,852.1,893.7,25.27082097,137.728904
425,106.3,0,153.5,16.5,852.1,887.1,47.45016875,137.9730798
318.8,212.5,0,155.7,14.3,852.1,880.4,47.90772391,139.2108307
401.8,94.7,0,147.4,11.4,946.8,852.1,26.98870862,114.0047299
362.6,189,0,164.9,11.6,944.7,755.8,26.03669979,138.4261937
323.7,282.8,0,183.8,10.3,942.7,659.9,41.26134008,121.7004507
379.5,151.2,0,153.9,15.9,1134.3,605,34.43095523,125.7873156
362.6,189,0,164.9,11.6,944.7,755.8,48.76969994,133.1035843
286.3,200.9,0,144.7,11.2,1004.6,803.7,57.54302171,157.303501
362.6,189,0,164.9,11.6,944.7,755.8,38.52953627,136.7203732
439,177,0,186,11.1,884.9,707.9,56.24722255,153.7635974
389.9,189,0,145.9,22,944.7,755.8,46.47448469,135.1250746
362.6,189,0,164.9,11.6,944.7,755.8,25.0383587,144.9348305
337.9,189,0,174.9,9.5,944.7,755.8,45.69820057,127.445439
374,189.2,0,170.1,10.1,926.1,756.7,31.78342756,130.7003196
313.3,262.2,0,175.5,8.6,1046.9,611.8,53.96561355,134.6634352
425,106.3,0,153.5,16.5,852.1,887.1,56.72407571,164.2800222
425,106.3,0,151.4,18.6,936,803.7,43.18348642,141.0316532
375,93.8,0,126.6,23.4,852.1,992.6,45.96464325,117.1754463
475,118.8,0,181.1,8.9,852.1,781.5,56.72279981,151.4512172
469,117.2,0,137.8,32.2,852.1,840.5,58.28711028,151.0281062
425,106.3,0,153.5,16.5,852.1,887.1,34.1978435,129.7896807
388.6,97.1,0,157.9,12.1,852.1,925.7,34.05650962,130.7844451
531.3,0,0,141.8,28.2,852.1,893.7,26.4703218,136.5548174
425,106.3,0,153.5,16.5,852.1,887.1,36.68042783,114.7483508
318.8,212.5,0,155.7,14.3,852.1,880.4,43.85417252,136.1144116
401.8,94.7,0,147.4,11.4,946.8,852.1,32.37796376,138.1759246
362.6,189,0,164.9,11.6,944.7,755.8,59.29824288,150.5558396
323.7,282.8,0,183.8,10.3,942.7,659.9,43.61577556,124.656247
379.5,151.2,0,153.9,15.9,1134.3,605,23.04883518,143.2941781
362.6,189,0,164.9,11.6,944.7,755.8,28.74993172,140.7931642
286.3,200.9,0,144.7,11.2,1004.6,803.7,25.47895865,134.5916716
362.6,189,0,164.9,11.6,944.7,755.8,43.1651555,121.1715951
439,177,0,186,11.1,884.9,707.9,43.7114501,130.6886411
389.9,189,0,145.9,22,944.7,755.8,43.25116144,121.0704832
362.6,189,0,164.9,11.6,944.7,755.8,45.34524044,141.3978527
337.9,189,0,174.9,9.5,944.7,755.8,27.90604847,135.5163167
374,189.2,0,170.1,10.1,926.1,756.7,21.90338822,110.9032084
313.3,262.2,0,175.5,8.6,1046.9,611.8,30.45551392,136.9275358
425,106.3,0,153.5,16.5,852.1,887.1,50.63962962,144.0008824
425,106.3,0,151.4,18.6,936,803.7,24.5264698,128.4607908
375,93.8,0,126.6,23.4,852.1,992.6,50.24216792,127.6571654
475,118.8,0,181.1,8.9,852.1,781.5,55.24043312,132.3892206
469,117.2,0,137.8,32.2,852.1,840.5,21.83818812,125.3376217
425,106.3,0,153.5,16.5,852.1,887.1,28.97370639,131.8943056
388.6,97.1,0,157.9,12.1,852.1,925.7,40.35437211,123.3426758
531.3,0,0,141.8,28.2,852.1,893.7,34.60994514,119.2397141
425,106.3,0,153.5,16.5,852.1,887.1,57.48390423,139.5726373
318.8,212.5,0,155.7,14.3,852.1,880.4,50.14163732,128.875834
401.8,94.7,0,147.4,11.4,946.8,852.1,25.33528139,140.6696167
362.6,189,0,164.9,11.6,944.7,755.8,26.76636368,138.9932962
379.5,151.2,0,153.9,15.9,1134.3,605,36.75879796,140.0542222
362.6,189,0,164.9,11.6,944.7,755.8,35.23284378,126.6786334
286.3,200.9,0,144.7,11.2,1004.6,803.7,33.69910367,139.2747848
362.6,189,0,164.9,11.6,944.7,755.8,32.88823919,134.5800574
439,177,0,186,11.1,884.9,707.9,33.10436349,120.0822412
389.9,189,0,145.9,22,944.7,755.8,31.05468613,140.8825788
362.6,189,0,164.9,11.6,944.7,755.8,26.95148019,132.0463162
337.9,189,0,174.9,9.5,944.7,755.8,51.89280653,133.0627905
222.4,0,96.7,189.3,4.5,967.1,870.3,56.58852572,149.5892632
222.4,0,96.7,189.3,4.5,967.1,870.3,51.97849015,138.3327829
222.4,0,96.7,189.3,4.5,967.1,870.3,45.69440263,146.7406979
222.4,0,96.7,189.3,4.5,967.1,870.3,23.40138053,127.7885721
222.4,0,96.7,189.3,4.5,967.1,870.3,53.83825525,139.132798
233.8,0,94.6,197.9,4.6,947,852.2,55.74479809,157.1711561
233.8,0,94.6,197.9,4.6,947,852.2,42.27722015,127.0262148
233.8,0,94.6,197.9,4.6,947,852.2,39.46407419,131.2353381
233.8,0,94.6,197.9,4.6,947,852.2,54.40691265,148.7601492
233.8,0,94.6,197.9,4.6,947,852.2,27.7703525,135.2419792
194.7,0,100.5,165.6,7.5,1006.4,905.9,55.07294255,137.2396009
194.7,0,100.5,165.6,7.5,1006.4,905.9,52.96295782,152.4304264
194.7,0,100.5,165.6,7.5,1006.4,905.9,35.69648642,127.6296592
194.7,0,100.5,165.6,7.5,1006.4,905.9,22.1362957,110.9029378
194.7,0,100.5,165.6,7.5,1006.4,905.9,52.31380606,144.708862
190.7,0,125.4,162.1,7.8,1090,804,54.26418575,154.7990777
190.7,0,125.4,162.1,7.8,1090,804,43.01997671,126.0946668
190.7,0,125.4,162.1,7.8,1090,804,32.63128465,110.3896176
190.7,0,125.4,162.1,7.8,1090,804,50.58583749,144.8064655
190.7,0,125.4,162.1,7.8,1090,804,29.15917086,137.1853282
212.1,0,121.6,180.3,5.7,1057.6,779.3,26.86087735,128.4763335
212.1,0,121.6,180.3,5.7,1057.6,779.3,45.895851,137.8856669
212.1,0,121.6,180.3,5.7,1057.6,779.3,45.38752683,130.4282813
212.1,0,121.6,180.3,5.7,1057.6,779.3,33.06694263,116.9641473
212.1,0,121.6,180.3,5.7,1057.6,779.3,20.28719004,93.67555134
230,0,118.3,195.5,4.6,1029.4,758.6,47.49674746,115.0495982
230,0,118.3,195.5,4.6,1029.4,758.6,36.12044615,125.1802069
230,0,118.3,195.5,4.6,1029.4,758.6,32.42468365,121.7725303
230,0,118.3,195.5,4.6,1029.4,758.6,45.90127404,128.2247078
230,0,118.3,195.5,4.6,1029.4,758.6,38.07621437,104.3848066
190.3,0,125.2,161.9,9.9,1088.1,802.6,23.29751501,133.5390303
190.3,0,125.2,161.9,9.9,1088.1,802.6,59.3315453,147.5190377
190.3,0,125.2,161.9,9.9,1088.1,802.6,28.89033966,131.334396
190.3,0,125.2,161.9,9.9,1088.1,802.6,27.45522389,134.0617961
190.3,0,125.2,161.9,9.9,1088.1,802.6,43.01525111,138.0122879
166.1,0,163.3,176.5,4.5,1058.6,780.1,41.93192709,116.3888159
166.1,0,163.3,176.5,4.5,1058.6,780.1,30.93215906,139.7489023
166.1,0,163.3,176.5,4.5,1058.6,780.1,58.52051659,142.95764
166.1,0,163.3,176.5,4.5,1058.6,780.1,21.05289426,104.508815
166.1,0,163.3,176.5,4.5,1058.6,780.1,32.49286802,140.9084808
168,42.1,163.8,121.8,5.7,1058.7,780.1,55.76452139,156.7599708
168,42.1,163.8,121.8,5.7,1058.7,780.1,33.69693611,128.1165722
168,42.1,163.8,121.8,5.7,1058.7,780.1,20.20762925,92.36940872
168,42.1,163.8,121.8,5.7,1058.7,780.1,48.42553027,135.5116522
168,42.1,163.8,121.8,5.7,1058.7,780.1,35.94639665,124.0448501
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,21.86055145,116.5787142
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,35.1733268,124.8890221
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,43.51158487,115.2624798
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,42.48167305,117.0766372
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,49.27125797,130.8994423
213.8,98.1,24.5,181.7,6.7,1066,785.5,49.73303917,124.0917556
213.8,98.1,24.5,181.7,6.7,1066,785.5,35.78841738,114.8048624
213.8,98.1,24.5,181.7,6.7,1066,785.5,57.01268573,149.5147015
213.8,98.1,24.5,181.7,6.7,1066,785.5,30.08146658,137.0237394
213.8,98.1,24.5,181.7,6.7,1066,785.5,21.79062009,117.1300148
229.7,0,118.2,195.2,6.1,1028.1,757.6,39.52800275,118.6392752
229.7,0,118.2,195.2,6.1,1028.1,757.6,57.13734589,150.6684777
229.7,0,118.2,195.2,6.1,1028.1,757.6,30.75179037,132.0764622
229.7,0,118.2,195.2,6.1,1028.1,757.6,43.23220345,117.6503276
229.7,0,118.2,195.2,6.1,1028.1,757.6,44.9622257,132.0733477
238.1,0,94.1,186.7,7,949.9,847,45.14150644,114.5889552
238.1,0,94.1,186.7,7,949.9,847,44.60520451,125.7072029
238.1,0,94.1,186.7,7,949.9,847,46.97457494,123.5738364
238.1,0,94.1,186.7,7,949.9,847,48.13461513,135.1354156
238.1,0,94.1,186.7,7,949.9,847,29.20064982,141.0528732
250,0,95.7,187.4,5.5,956.9,861.2,31.32480152,129.9636816
250,0,95.7,187.4,5.5,956.9,861.2,24.17120819,128.0042977
250,0,95.7,187.4,5.5,956.9,861.2,44.75901403,126.8247555
250,0,95.7,187.4,5.5,956.9,861.2,44.74833613,132.1886223
250,0,95.7,187.4,5.5,956.9,861.2,32.46062142,112.4272844
212.5,0,100.4,159.3,8.7,1007.8,903.6,45.79833481,125.2522409
212.5,0,100.4,159.3,8.7,1007.8,903.6,35.88441813,122.2371526
212.5,0,100.4,159.3,8.7,1007.8,903.6,23.87896612,129.085056
212.5,0,100.4,159.3,8.7,1007.8,903.6,37.44857537,122.6617912
212.5,0,100.4,159.3,8.7,1007.8,903.6,27.25878778,139.9800865
212.6,0,100.4,159.4,10.4,1003.8,903.8,30.78935151,136.936993
212.6,0,100.4,159.4,10.4,1003.8,903.8,40.70632207,118.6420026
212.6,0,100.4,159.4,10.4,1003.8,903.8,42.00609564,120.0423109
212.6,0,100.4,159.4,10.4,1003.8,903.8,36.84378677,130.0376807
212.6,0,100.4,159.4,10.4,1003.8,903.8,25.55807259,132.9663075
212,0,124.8,159,7.8,1085.4,799.5,30.81948897,117.593361
212,0,124.8,159,7.8,1085.4,799.5,28.77644207,126.447893
212,0,124.8,159,7.8,1085.4,799.5,35.00224931,120.6087251
212,0,124.8,159,7.8,1085.4,799.5,46.15361012,133.2353901
212,0,124.8,159,7.8,1085.4,799.5,30.28930794,127.1763716
231.8,0,121.6,174,6.7,1056.4,778.5,25.08525805,132.6692783
231.8,0,121.6,174,6.7,1056.4,778.5,46.57050377,129.0097067
231.8,0,121.6,174,6.7,1056.4,778.5,28.29366661,136.6637146
231.8,0,121.6,174,6.7,1056.4,778.5,45.69616852,118.7311808
231.8,0,121.6,174,6.7,1056.4,778.5,25.02866446,125.9495211
251.4,0,118.3,188.5,5.8,1028.4,757.7,28.74564255,137.3134524
251.4,0,118.3,188.5,5.8,1028.4,757.7,34.51825077,112.6475522
251.4,0,118.3,188.5,5.8,1028.4,757.7,54.11726552,145.8125128
251.4,0,118.3,188.5,5.8,1028.4,757.7,22.35269397,128.0870971
251.4,0,118.3,188.5,5.8,1028.4,757.7,40.26957317,135.0348894
251.4,0,118.3,188.5,6.4,1028.4,757.7,35.38169372,134.984804
251.4,0,118.3,188.5,6.4,1028.4,757.7,44.52040151,137.2017605
251.4,0,118.3,188.5,6.4,1028.4,757.7,59.3515698,153.0450894
251.4,0,118.3,188.5,6.4,1028.4,757.7,33.32957389,122.0169174
251.4,0,118.3,188.5,6.4,1028.4,757.7,57.72257384,151.6886164
181.4,0,167,169.6,7.6,1055.6,777.8,37.49642729,107.7775359
181.4,0,167,169.6,7.6,1055.6,777.8,26.51181469,146.3416009
181.4,0,167,169.6,7.6,1055.6,777.8,22.86757611,118.1342287
181.4,0,167,169.6,7.6,1055.6,777.8,56.9798007,156.4909487
181.4,0,167,169.6,7.6,1055.6,777.8,22.56462895,136.2881826
182,45.2,122,170.2,8.2,1059.4,780.7,41.25490041,118.828347
182,45.2,122,170.2,8.2,1059.4,780.7,23.55541608,140.5920521
182,45.2,122,170.2,8.2,1059.4,780.7,30.58428622,128.3882165
182,45.2,122,170.2,8.2,1059.4,780.7,36.04043785,124.166874
182,45.2,122,170.2,8.2,1059.4,780.7,34.00753289,120.8023179
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,54.3988285,154.1679999
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,25.11595347,132.2046165
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,47.67261186,133.3223987
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,30.15189677,135.5569173
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,49.7318783,123.5648422
290.4,0,96.2,168.1,9.4,961.2,865,22.2749186,125.8404797
290.4,0,96.2,168.1,9.4,961.2,865,40.79462922,128.1705743
290.4,0,96.2,168.1,9.4,961.2,865,40.07290235,117.0426994
290.4,0,96.2,168.1,9.4,961.2,865,52.09398421,133.5561453
290.4,0,96.2,168.1,9.4,961.2,865,57.03529968,156.3977156
277.1,0,97.4,160.6,11.8,973.9,875.6,35.40178904,129.5919954
277.1,0,97.4,160.6,11.8,973.9,875.6,35.1945662,121.5832813
277.1,0,97.4,160.6,11.8,973.9,875.6,47.1490978,129.5947724
277.1,0,97.4,160.6,11.8,973.9,875.6,51.46052426,130.6184166
277.1,0,97.4,160.6,11.8,973.9,875.6,29.85999968,122.8798761
295.7,0,95.6,171.5,8.9,955.1,859.2,23.24766492,133.0466396
295.7,0,95.6,171.5,8.9,955.1,859.2,36.63872786,133.4933813
295.7,0,95.6,171.5,8.9,955.1,859.2,23.53703312,124.950282
295.7,0,95.6,171.5,8.9,955.1,859.2,56.50664578,148.5314357
295.7,0,95.6,171.5,8.9,955.1,859.2,30.69893267,123.1673085
251.8,0,99.9,146.1,12.4,1006,899.8,41.1579552,118.2602088
251.8,0,99.9,146.1,12.4,1006,899.8,41.69021592,118.602763
251.8,0,99.9,146.1,12.4,1006,899.8,33.50122144,126.6448568
251.8,0,99.9,146.1,12.4,1006,899.8,52.11584856,153.7360334
251.8,0,99.9,146.1,12.4,1006,899.8,57.60530415,145.6050061
249.1,0,98.8,158.1,12.8,987.8,889,59.50772803,164.1235223
249.1,0,98.8,158.1,12.8,987.8,889,27.84117794,137.0301315
249.1,0,98.8,158.1,12.8,987.8,889,43.9206591,125.9205641
249.1,0,98.8,158.1,12.8,987.8,889,47.62481239,130.4834508
249.1,0,98.8,158.1,12.8,987.8,889,33.69777626,124.9326026
252.3,0,98.8,146.3,14.2,987.8,889,46.05082748,125.765732
252.3,0,98.8,146.3,14.2,987.8,889,29.73040493,127.9222135
252.3,0,98.8,146.3,14.2,987.8,889,45.27209418,136.9350271
252.3,0,98.8,146.3,14.2,987.8,889,29.15420383,136.5628702
252.3,0,98.8,146.3,14.2,987.8,889,45.21601599,110.9813779
246.8,0,125.1,143.3,12,1086.8,800.9,36.81335168,127.5819022
246.8,0,125.1,143.3,12,1086.8,800.9,51.14215313,133.2855676
246.8,0,125.1,143.3,12,1086.8,800.9,45.92719909,135.0460069
246.8,0,125.1,143.3,12,1086.8,800.9,35.88040082,120.8115463
246.8,0,125.1,143.3,12,1086.8,800.9,47.17501381,131.8164601
275.1,0,121.4,159.5,9.9,1053.6,777.5,32.33167863,130.4546961
275.1,0,121.4,159.5,9.9,1053.6,777.5,33.60979127,115.496058
275.1,0,121.4,159.5,9.9,1053.6,777.5,59.46363247,152.963645
275.1,0,121.4,159.5,9.9,1053.6,777.5,59.99398313,167.3491189
275.1,0,121.4,159.5,9.9,1053.6,777.5,47.01882261,121.9555112
297.2,0,117.5,174.8,9.5,1022.8,753.5,34.17844233,117.4992753
297.2,0,117.5,174.8,9.5,1022.8,753.5,47.84171575,138.7678636
297.2,0,117.5,174.8,9.5,1022.8,753.5,37.99842328,125.1470817
297.2,0,117.5,174.8,9.5,1022.8,753.5,31.53622328,113.7293606
297.2,0,117.5,174.8,9.5,1022.8,753.5,34.59864125,132.0717225
213.7,0,174.7,154.8,10.2,1053.5,776.4,46.07779988,123.6882999
213.7,0,174.7,154.8,10.2,1053.5,776.4,25.4844706,136.2588561
213.7,0,174.7,154.8,10.2,1053.5,776.4,20.70377116,110.63816
213.7,0,174.7,154.8,10.2,1053.5,776.4,41.72896844,119.062763
213.7,0,174.7,154.8,10.2,1053.5,776.4,23.38622876,125.5275684
213.5,0,174.2,154.6,11.7,1052.3,775.5,51.49219803,151.907282
213.5,0,174.2,154.6,11.7,1052.3,775.5,32.96707177,121.9746645
213.5,0,174.2,154.6,11.7,1052.3,775.5,42.75372551,125.7057754
213.5,0,174.2,154.6,11.7,1052.3,775.5,48.15412506,132.8931117
213.5,0,174.2,154.6,11.7,1052.3,775.5,42.55845867,117.6789835
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,20.18331768,110.6650026
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,53.16204432,144.3087364
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,45.69183866,126.2160118
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,23.64436171,132.0548204
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,59.79038564,140.554009
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,35.0510387,121.6525704
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,31.33336673,123.703009
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,27.38310249,145.4545151
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,41.01425431,135.8413528
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,42.35803301,126.9849287
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,33.11906001,119.0083581
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,32.18931652,131.824698
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,47.89390213,127.2863606
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,43.13424995,122.3600604
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,45.47651055,113.1973332
218.9,0,124.1,158.5,11.3,1078.7,794.9,53.09468347,148.224023
218.9,0,124.1,158.5,11.3,1078.7,794.9,37.98503324,120.8456159
218.9,0,124.1,158.5,11.3,1078.7,794.9,26.89650499,132.7214054
218.9,0,124.1,158.5,11.3,1078.7,794.9,50.31237336,129.8009527
218.9,0,124.1,158.5,11.3,1078.7,794.9,29.35466352,123.4209525
376,0,0,214.6,0,1003.5,762.4,56.95876902,160.385156
376,0,0,214.6,0,1003.5,762.4,33.0294312,134.483523
376,0,0,214.6,0,1003.5,762.4,22.03274922,107.2496588
376,0,0,214.6,0,1003.5,762.4,28.35532328,132.0868743
376,0,0,214.6,0,1003.5,762.4,26.11513115,144.4281713
500,0,0,140,4,966,853,31.41477169,127.1134436
475,0,59,142,1.9,1098,641,41.86393625,118.6050342
315,137,0,145,5.9,1130,745,30.25039194,136.712417
505,0,60,195,0,1030,630,56.49293161,147.185107
451,0,0,165,11.3,1030,745,38.82157007,115.8580068
516,0,0,162,8.2,801,802,46.00707104,120.4603817
520,0,0,170,5.2,855,855,59.97443836,140.6223278
528,0,0,185,6.9,920,720,43.98351291,122.0284645
520,0,0,175,5.2,870,805,28.66122271,143.9980898
385,0,136,158,20,903,768,35.64014897,127.2096425
500.1,0,0,200,3,1124.4,613.2,31.05149318,129.2166406
450.1,50,0,200,3,1124.4,613.2,23.13039916,114.0867634
397,17.2,158,167,20.8,967,633,42.78921585,131.4521521
333,17.5,163,167,17.9,996,652,49.29773386,118.7502268
